code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
28925	Jambon cuit, de Paris, découenné dégraissé	charcuteries et alternatives végétales	115	20	1,08	-	3,42	-	0	-
28929	Dés, allumettes, râpé ou haché de jambon de volaille	charcuteries et alternatives végétales	132	18	1,58	1,25	5,88	2,35	0,5	850
28960	Jambonneau, cuit	charcuteries et alternatives végétales	157	20	5,43	0,65	6	2,25	0,4	785
28963	Jambon de poulet ou blanc de poulet en tranche	charcuteries et alternatives végétales	105	20,7	1,39	1,13	1,79	0,54	0,53	766
28964	Jambon de dinde ou blanc de dinde en tranche	charcuteries et alternatives végétales	99,3	20,9	0,023	0,023	1,67	0,54	0,39	763
28965	Jambon de volaille ou blanc de volaille, à teneur réduite en sel, en tranche	charcuteries et alternatives végétales	108	21,3	1,6	1,23	1,65	0,53	0,71	548
28800	Jambon cru	charcuteries et alternatives végétales	239	25,9	4,27	0,75	13,2	5,09	traces	2250
28801	Jambon cru fumé	charcuteries et alternatives végétales	246	24,2	0,98	0,53	16,1	6,72	0	2050
28804	Jambon cru fumé, allégé en matière grasse	charcuteries et alternatives végétales	142	27,7	0,1	-	3,4	0,71	0	1700
28811	Jambon de Bayonne	charcuteries et alternatives végétales	243	28	4,51	0,5	12,6	4,93	traces	2270
28812	Jambon sec	charcuteries et alternatives végétales	230	28,7	0,48	0,33	12,6	4,99	traces	2250
28844	Jambon sec de Parme	charcuteries et alternatives végétales	248	27,2	0,3	0,3	15,4	5,42	0	2180
28845	Jambon sec Serrano	charcuteries et alternatives végétales	235	30,4	0,76	0,36	12,3	5,2	traces	1990
28850	Coppa	charcuteries et alternatives végétales	284	25	1	0,5	20	6,83	0	1800
28858	Pancetta ou poitrine roulée sèche	charcuteries et alternatives végétales	349	20,2	2,49	0,43	28,8	12,4	0	1650
30300	Saucisson sec	charcuteries et alternatives végétales	418	24,2	5,48	2,55	33,1	11,3	0,73	1900
30301	Saucisson sec pur porc	charcuteries et alternatives végétales	417	28,7	1,79	1,4	32,3	12,2	0	1780
30302	Saucisson sec pur porc, qualité supérieure	charcuteries et alternatives végétales	368	27,7	2,1	1,9	27,6	10,9	< 0,5	1790
30304	Rosette ou fuseau	charcuteries et alternatives végétales	392	24,2	4,86	1,46	30,7	11,8	traces	1790
30308	Saucisson sec de Lyon pur porc	charcuteries et alternatives végétales	255	12,8	0,83	0,83	22	6,5	1	1000
30309	Saucisse sèche	charcuteries et alternatives végétales	460	27,3	4,04	1,21	37,1	14,5	0,59	1900
30311	Saucisson sec aux noix et/ou noisettes	charcuteries et alternatives végétales	477	27,7	1,78	1,04	39,7	14,1	0,75	1660
30314	Saucisson sec allégé en matière grasse	charcuteries et alternatives végétales	286	34,6	1,57	1,57	15,7	5	0,5	2320
30005	Chipolata cuite	charcuteries et alternatives végétales	283	18,8	0,8	0,4	22,4	8,27	0	859
30011	Saucisse de Toulouse cuite	charcuteries et alternatives végétales	279	18,8	1,28	0,6	22,1	8,2	0	686
30050	Chair à saucisse crue	charcuteries et alternatives végétales	323	14,7	0,6	-	29,1	-	0	556
30051	Chair à saucisse, pur porc, crue	charcuteries et alternatives végétales	258	16,9	0	-	21,2	7,87	0	56
30052	Farce porc et boeuf crue	charcuteries et alternatives végétales	309	11,8	4,4	-	26,5	-	2,6	-
30102	Saucisse fumée à cuire	charcuteries et alternatives végétales	336	15,6	-	0	30,4	-	0	755
30104	Saucisse de Morteau	charcuteries et alternatives végétales	398	16	1,17	0,5	36,6	-	0	1040
30105	Saucisse de Montbéliard, à cuire	charcuteries et alternatives végétales	322	17,3	1,72	0,5	27,3	10	0	931
30108	Saucisse de Morteau bouillie/cuite à l'eau	charcuteries et alternatives végétales	323	15,2	0	0	29,1	12,2	0	809
30110	Saucisse de Toulouse crue	charcuteries et alternatives végétales	321	13,3	0,64	0,5	29,5	11,3	0	747
30115	Chipolata crue	charcuteries et alternatives végétales	253	15,8	1	0,32	20,6	7,61	0,4	722
30125	Saucisse alsacienne fumée ou gendarme	charcuteries et alternatives végétales	300	19	-	-	24,9	8,56	0	1100
30130	Saucisse de volaille façon charcutière	charcuteries et alternatives végétales	239	15,6	1,14	0,9	19,1	6,2	0	-
30131	Saucisse de volaille type knack	charcuteries et alternatives végétales	236	14	1,82	1,01	18,9	5,34	0	746
30134	Saucisse de Francfort	charcuteries et alternatives végétales	279	13,7	3,37	1	23,4	9	< 0,5	790
30150	Merguez crue	charcuteries et alternatives végétales	301	13,8	1,15	1,15	26,8	11,2	0	900
30151	Merguez crue (aliment moyen)	charcuteries et alternatives végétales	381	12,8	-	-	36,3	-	0	-
30152	Merguez, pur boeuf, crue	charcuteries et alternatives végétales	436	11	-	-	43,5	-	0	-
30153	Merguez, boeuf et porc, crue	charcuteries et alternatives végétales	415	11,5	-	-	41	-	0	-
30154	Merguez, boeuf, mouton et porc, crue	charcuteries et alternatives végétales	358	14,6	-	-	33,3	-	0	-
30155	Merguez, boeuf et mouton, cuite	charcuteries et alternatives végétales	283	19,8	1,8	1,6	21,8	12	0	930
30156	Merguez, boeuf et mouton, crue	charcuteries et alternatives végétales	315	14	2,8	0	27,6	-	0	630
30176	Saucisse de foie	charcuteries et alternatives végétales	374	11,7	0,9	0,9	35,9	12	0,3	810
30177	Diot cru	charcuteries et alternatives végétales	342	18	-	-	30	-	0	900
30742	Saucisse de Strasbourg ou knack, à cuire	charcuteries et alternatives végétales	291	12,4	1,39	1,06	25,9	10,9	1,37	807
30743	Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire	charcuteries et alternatives végétales	284	12	1,5	1,37	25,3	9,83	0,8	590
30746	Saucisse cocktail	charcuteries et alternatives végétales	290	12,7	1,46	1,09	25,9	9,59	0,27	849
30750	Saucisse viennoise crue	charcuteries et alternatives végétales	233	10,3	-	-	21,3	-	0	-
30764	Saucisse de jambon pur porc	charcuteries et alternatives végétales	236	15,7	3,96	0,7	17,5	6,8	0	780
30766	Saucisse de bière	charcuteries et alternatives végétales	319	13	-	-	29,7	-	0	-
30778	Saucisse de langue à la pistache	charcuteries et alternatives végétales	294	15,3	-	-	25,8	-	traces	-
30780	Saucisse (aliment moyen)	charcuteries et alternatives végétales	286	17,4	1,22	0,81	23,4	9,62	0,24	828
8120	Confit de foie de porc	charcuteries et alternatives végétales	320	15,4	1,3	1	28,1	10,4	0,5	605
8125	Confit de foie de volaille	charcuteries et alternatives végétales	361	13,7	6,22	0,4	31	11	1	575
8201	Pâté au poivre vert	charcuteries et alternatives végétales	358	10,1	1,45	-	34,6	-	traces	-
8206	Pâté au jambon	charcuteries et alternatives végétales	302	14,7	1,04	0,43	26,5	11,4	0,39	664
8211	Pâté ou terrine de campagne	charcuteries et alternatives végétales	323	15,5	1,5	0,62	28,2	10,4	0	617
8212	Pâté ou terrine de campagne, à teneur réduite en sel	charcuteries et alternatives végétales	324	13,8	4,2	1,78	27,9	10,7	0,25	445
8214	Pâté breton	charcuteries et alternatives végétales	363	11	2,88	1	34	13	0,5	669
8232	Terrine de canard	charcuteries et alternatives végétales	322	13,2	5,64	0,47	27,1	9,91	0,54	554
8240	Pâté de lapin	charcuteries et alternatives végétales	286	14,7	1,73	0,73	24,5	9,47	0,15	577
8242	Terrine de lapin	charcuteries et alternatives végétales	266	19	6,44	1	18	7	1	670
8245	Pâté de gibier	charcuteries et alternatives végétales	293	14,2	3,28	1,7	24,7	10,5	0,5	610
8250	Pâté ou terrine aux champignons (forestier)	charcuteries et alternatives végétales	328	12,6	5,93	1,95	28,1	10,6	0,58	690
8300	Pâté de foie de porc, supérieur	charcuteries et alternatives végétales	358	13	6,5	1,57	31	14,8	0,3	643
8305	Pâté de foie de porc	charcuteries et alternatives végétales	355	10,8	2,91	1,38	33,3	11,6	0,2	671
8312	Mousse de foie de porc supérieure ou crème de foie	charcuteries et alternatives végétales	324	11,1	10,9	2,18	26,1	10,5	0,72	571
8313	Mousse de foie de porc	charcuteries et alternatives végétales	286	12	3,39	1,89	24,9	9,34	0,75	680
8315	Mousse de canard	charcuteries et alternatives végétales	394	10,1	7,07	2,05	36,1	13,7	0,45	627
8316	Pâté de foie de volaille	charcuteries et alternatives végétales	316	13,7	1,21	0,63	28,3	11,4	0,84	608
8326	Pâté de foie d'oie	charcuteries et alternatives végétales	459	11,4	4,67	-	43,8	14,5	0	697
8332	Pâté (aliment moyen)	charcuteries et alternatives végétales	325	14,6	1,91	0,81	28,7	10,6	0,12	623
8391	Pâté en croûte	charcuteries et alternatives végétales	303	9,96	21,7	1,5	19,3	8,12	1,5	733
8000	Rillettes traditionnelles de porc	charcuteries et alternatives végétales	391	13	3,73	0	36	14	0	340
8001	Rillettes pur porc	charcuteries et alternatives végétales	413	16,7	0,13	< 0,2	38,3	15,2	0,21	389
8002	Rillettes supérieures de porc	charcuteries et alternatives végétales	402	15,5	0,17	0,13	37,7	14,9	0,05	478
8010	Rillettes de Tours (porc)	charcuteries et alternatives végétales	522	18	0,1	-	50	-	0	-
8015	Rillettes du Mans (porc)	charcuteries et alternatives végétales	420	15,6	4,79	0,13	37,6	14,8	0,21	504
8025	Rillettes pur oie	charcuteries et alternatives végétales	417	14,7	0,1	-	39,8	-	0	-
8026	Rillettes de canard	charcuteries et alternatives végétales	377	15,3	1,03	traces	34,6	11,2	traces	500
8030	Rillettes d'oie	charcuteries et alternatives végétales	364	14,9	0,99	-	33,4	9,82	0	516
8040	Rillettes de poulet	charcuteries et alternatives végétales	340	16,4	0,49	0,36	30,3	10,7	0,25	470
8903	Quenelle de veau en sauce, appertisée	charcuteries et alternatives végétales	169	3,52	14,8	0,94	10,3	4,56	1,39	457
8910	Quenelle de volaille, à cuire	charcuteries et alternatives végétales	189	9,37	14,7	1,2	10,1	1,5	1,1	295
8912	Quenelle de volaille en sauce, appertisée	charcuteries et alternatives végétales	138	3,55	10,3	1,92	8,92	4,95	1,2	432
8932	Quenelle de poisson en sauce, appertisée	charcuteries et alternatives végétales	135	3,79	10,5	0,97	8,51	3,95	0,72	433
8933	Quenelle de poisson, à cuire	charcuteries et alternatives végétales	245	8,1	23,6	1,9	12,7	8,2	2,15	370
8937	Quenelle nature, à cuire	charcuteries et alternatives végétales	226	6,88	14,7	0,66	15,1	3,95	1,1	353
8109	Confit de canard, viande (cuisse), sans peau, appertisé, réchauffé	charcuteries et alternatives végétales	195	32	traces	-	7,4	2,31	0	757
8110	Confit de canard, appertisé	charcuteries et alternatives végétales	273	25,7	0,15	0,14	18,8	7,26	0,4	568
8111	Canard, magret fumé	charcuteries et alternatives végétales	362	18	0,5	0,5	32	12	0	1100
8321	Foie gras, canard, entier, cuit	charcuteries et alternatives végétales	526	8,41	0,026	0,026	54,6	23	0,35	440
8323	Foie gras, canard, bloc, sans morceaux	charcuteries et alternatives végétales	478	5,75	1,09	1,09	50	19,7	0,35	457
8324	Foie gras, canard, bloc, 30% de morceaux	charcuteries et alternatives végétales	488	6,88	2,19	1,41	50,1	21,6	0	514
8325	Foie gras, canard, bloc, 50% de morceaux	charcuteries et alternatives végétales	488	6,39	4,28	1,2	49,5	21,2	0	516
8328	Foie gras, canard, cru	charcuteries et alternatives végétales	600	5,94	1,41	1,14	63,4	28,1	0	385
8331	Foie gras, canard, bloc (aliment moyen)	charcuteries et alternatives végétales	488	6,88	2,19	1,41	50,1	21,6	0	514
8350	Galantine	charcuteries et alternatives végétales	109	22	1,28	0,97	1,73	0,55	0,44	806
8373	Roulade de porc pistachée	charcuteries et alternatives végétales	287	15,3	3	0,7	23,5	7,8	1,2	-
8380	Oeuf au jambon en gelée	charcuteries et alternatives végétales	-	11,5	-	-	4,7	-	traces	541
8395	Jambon en croûte	charcuteries et alternatives végétales	236	14,4	17,8	1,82	11,8	5,71	0,77	727
8400	Fromage de tête	charcuteries et alternatives végétales	184	13,8	3,15	0	12,9	4,37	0	941
8450	Museau de boeuf	charcuteries et alternatives végétales	151	26,2	0	-	5,17	-	0	-
8500	Andouille	charcuteries et alternatives végétales	211	18,4	0,3	-	15,1	-	0	820
8501	Andouille de Guéméné	charcuteries et alternatives végétales	234	18	traces	-	18	-	0	-
8504	Andouille, réchauffée à la poêle	charcuteries et alternatives végétales	270	22,5	0	< 0,2	20	9,29	< 1	1130
8512	Andouille de Vire	charcuteries et alternatives végétales	238	19	traces	-	18	-	0	-
8550	Andouillette, à cuire	charcuteries et alternatives végétales	225	18,8	0,5	< 0,5	16,3	6,94	0,71	584
8551	Andouillette, grillée/poêlée	charcuteries et alternatives végétales	301	24,5	0,54	< 0,2	22,3	11,1	< 1	1090
8552	Andouillette de Troyes, à cuire	charcuteries et alternatives végétales	256	19,7	1	< 0,5	19	7,91	0,9	830
8703	Boudin noir, à cuire	charcuteries et alternatives végétales	297	12,2	0,29	0,2	27,1	9,57	1,42	574
8704	Boudin noir, grillé/poêlé	charcuteries et alternatives végétales	246	11,9	3,78	2,86	20,3	7,46	0	525
8705	Boudin, grillé/poêlé (aliment moyen)	charcuteries et alternatives végétales	238	11,3	4,59	2,61	19,4	7,19	traces	563
8742	Boudin antillais, à cuire	charcuteries et alternatives végétales	231	11,5	9,2	5,1	16,5	6,9	traces	544
8800	Boudin blanc, grillé/poêlé	charcuteries et alternatives végétales	220	9,89	6,6	2	17,1	6,52	traces	655
8801	Boudin blanc, à cuire	charcuteries et alternatives végétales	244	10	3,64	3,64	21	7,89	traces	523
8803	Boudin blanc truffé, à cuire	charcuteries et alternatives végétales	247	10,6	9,01	1,7	18,4	7,4	1,4	711
28501	Lardon nature, cru	charcuteries et alternatives végétales	269	16,6	1,01	0,78	22,1	7,91	0,38	1130
28502	Poitrine de porc en salaison, fumée, crue	charcuteries et alternatives végétales	303	15,6	0,79	0,75	26,1	9,39	1	956
28503	Bresaola	charcuteries et alternatives végétales	172	32,8	0,49	0	4,3	2,05	0	2060
28504	Lardon nature, cuit	charcuteries et alternatives végétales	324	23,8	2	-	24,5	12,6	0	1650
28505	Corned-beef, appertisé	charcuteries et alternatives végétales	191	23,2	< 0,1	0	10,9	4,47	0	1120
28507	Poitrine de porc en salaison, nature, crue	charcuteries et alternatives végétales	288	15,7	0,76	0,71	24,7	9,69	0,29	811
28530	Oreille de porc demi-sel	charcuteries et alternatives végétales	228	22,5	0,6	-	15,1	5,39	0	191
28540	Pied de porc demi-sel	charcuteries et alternatives végétales	137	11,6	0,01	0	10	2,95	0	946
28550	Poitrine de porc demi-sel	charcuteries et alternatives végétales	270	16,8	1,3	0,6	22	8,3	0	790
28720	Lardon fumé, cru	charcuteries et alternatives végétales	272	16,7	0,35	0,35	22,6	8	0,34	1100
28723	Lardon, cru, à teneur réduite en sel	charcuteries et alternatives végétales	246	17,9	0,78	0,59	19	7,28	0,13	743
28725	Lardon fumé, cuit	charcuteries et alternatives végétales	277	14,7	4,8	0,9	22,1	8,25	0	1040
28860	Viande des Grisons	charcuteries et alternatives végétales	207	38,9	0,56	0,56	5,47	2,52	0	1530
28927	Haché de volaille	charcuteries et alternatives végétales	137	17,7	3,5	1,4	5,68	1,88	0,63	550
28976	Rôti de volaille en salaison, cuit	charcuteries et alternatives végétales	109	22	1,28	0,97	1,73	0,55	0,44	806
30312	Pavé au poivre (charcuterie)	charcuteries et alternatives végétales	374	23,5	1,51	1,05	30,3	11,9	0,83	1690
30315	Chorizo	charcuteries et alternatives végétales	425	23,5	1,24	1,24	36,1	14,3	0,93	1690
30316	Chorizo supérieur, doux ou fort, type saucisse sèche	charcuteries et alternatives végétales	474	20,9	1,87	1,87	41,9	16	0,53	1560
30317	Chorizo supérieur, doux ou fort, type charcuterie en tranches	charcuteries et alternatives végétales	320	22,6	1,47	1,47	23,9	8,8	0,3	1720
30350	Salami	charcuteries et alternatives végétales	457	17,7	2,59	< 0,2	41,8	16,2	traces	1620
30351	Salami pur porc	charcuteries et alternatives végétales	446	17	0,75	0,5	41,5	16,6	0,5	1600
30366	Salami type danois	charcuteries et alternatives végétales	455	14,5	2,42	0,5	43	17	0	1600
30700	Saucisson à l'ail	charcuteries et alternatives végétales	276	15	0,56	0,56	23,6	9,92	0,63	783
30701	Saucisson pur porc cuit	charcuteries et alternatives végétales	322	13,8	1,3	-	29	-	traces	-
30707	Saucisson brioché, cuit	charcuteries et alternatives végétales	303	14,7	20,9	3,8	17,4	8,6	2	550
30730	Cervelas	charcuteries et alternatives végétales	278	11,9	1,56	0,63	24,8	9,37	0,4	763
30731	Cervelas obernois	charcuteries et alternatives végétales	305	13	1	0,6	27,5	11,5	0,6	800
30732	Cervelas à l'ail, pur porc	charcuteries et alternatives végétales	297	12,5	0,2	-	27,4	-	traces	-
30789	Mortadelle	charcuteries et alternatives végétales	310	15,2	0,69	0,67	27,4	10,2	0,000017	967
30790	Mortadelle, pur porc	charcuteries et alternatives végétales	310	14,8	4,46	1	25,8	9,85	0	850
30791	Mortadelle, porc et boeuf	charcuteries et alternatives végétales	304	16,4	2,53	0	25,4	9,51	0	1250
30797	Mortadelle pistachée pur porc	charcuteries et alternatives végétales	317	14,4	0,42	0,41	28,2	11,4	1,97	822
30801	Saucisson de cheval type cervelas	charcuteries et alternatives végétales	244	14,2	1,4	1,4	20	7,1	0	985
1030	Fines tranches végétales, préemballées	charcuteries et alternatives végétales	242	29,7	4,13	0,93	11,1	0,89	3,2	646
1031	Spécialité végétale type pâté, préemballée	charcuteries et alternatives végétales	197	3,56	9,45	1,49	15,4	4,13	2,96	509
20337	Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée	charcuteries et alternatives végétales	228	13,4	5,69	0,5	16,3	1,95	< 3	670
20338	Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée	charcuteries et alternatives végétales	133	11	4,97	0,97	7,2	1,13	< 3	405
25232	Saucisse végétale au blé ou seitan, préemballé	charcuteries et alternatives végétales	250	27,1	7,53	1,74	10,5	2,79	4,6	728
1032	Haché à base de boeuf et soja, préemballé	autres produits à base de viande	214	15	2,48	0,7	14,6	6,29	4,5	330
1034	Saucisse de volaille type knack (contenant du soja), préemballée	autres produits à base de viande	208	12,1	2,72	0,64	15,8	4,75	1,1	1140
25990	Mahi-mahi, chair, cuit	poissons cuits	109	23,7	1,47	0	0,9	0,24	0	113
25996	Saumon, cuit, sans précision (aliment moyen)	poissons cuits	205	23,2	0,61	traces	12,2	2,48	0	50,4
25997	Cabillaud, cuit, sans précision (aliment moyen)	poissons cuits	100	23,3	traces	traces	0,76	0,17	0	78,4
26003	Carrelet ou plie ou plie commune, cuit à la vapeur	poissons cuits	93	19	traces	traces	1,89	0,22	0	-
26008	Églefin, cuit à la vapeur	poissons cuits	89	20,9	0	0	0,6	0,1	0	73
26012	Hareng, frit	poissons cuits	201	23	0	0	12,1	3,51	0	-
26014	Hareng, grillé/poêlé	poissons cuits	193	21,6	1	traces	11,4	2,48	0	138
26015	Lieu noir, cuit	poissons cuits	99,7	23,1	< 1	traces	0,81	0,29	0	102
26017	Limande-sole, cuite à la vapeur	poissons cuits	97,7	17,4	1,9	traces	2,27	0,12	0	120
26019	Maquereau, rôti/cuit au four	poissons cuits	228	21,5	traces	traces	15,8	4,44	0	83
26020	Maquereau, frit	poissons cuits	186	23,6	traces	traces	10,2	2,96	0	83,3
26021	Merlan, frit	poissons cuits	127	23,1	0,55	traces	3,61	0,94	0	171
26022	Merlan, cuit à la vapeur	poissons cuits	98,3	23	traces	traces	0,7	0,13	0	110
26023	Cabillaud, rôti/cuit au four	poissons cuits	94,6	22,3	traces	traces	0,6	0,19	0	90,5
26024	Morue, salée, bouillie/cuite à l'eau	poissons cuits	113	26	traces	traces	1,01	0,13	0	2320
26025	Cabillaud, cuit à la vapeur	poissons cuits	106	24,5	traces	traces	0,95	0,16	0	65
26026	Mulet, rôti/cuit au four	poissons cuits	143	24,8	traces	traces	4,86	1,43	0	71
26031	Raie, rôtie/cuite au four	poissons cuits	96,3	23	0	traces	0,5	0,096	0	150
26033	Roussette ou petite roussette ou saumonette, cuite	poissons cuits	104	25,4	traces	0	0,29	-	0	-
26038	Saumon, cuit à la vapeur	poissons cuits	199	23	0,9	traces	11,5	2,39	0	51,5
26041	Thon, rôti/cuit au four	poissons cuits	136	29,9	traces	traces	1,83	1	0	56
26059	Sole, cuite à la vapeur	poissons cuits	94,6	20,3	traces	traces	1,48	0,2	0	166
26060	Sole, rôtie/cuite au four	poissons cuits	78,2	15,7	traces	traces	1,69	0,31	0	117
26061	Sole, bouillie/cuite à l'eau	poissons cuits	69	15	0	0	1	0,2	0	82
26062	Sole, frite	poissons cuits	72,2	15,8	0	0	1	0,2	0	144
26073	Raie, cuite au court-bouillon	poissons cuits	97,8	23,2	traces	traces	0,57	0,12	0	161
26081	Lotte ou baudroie, grillée/poêlée	poissons cuits	98,2	23	traces	traces	0,68	0,19	0	24,5
26093	Espadon, rôti/cuit au four	poissons cuits	266	28,7	traces	traces	16,9	1,51	0	73,4
26094	Turbot, rôti/cuit au four	poissons cuits	121	21,3	0,83	traces	3,64	0,9	0	192
26120	Merlu, cuit à l'étouffée	poissons cuits	112	21,2	traces	traces	3	0,92	0	99,2
26126	Églefin, grillé/poêlé	poissons cuits	84,9	20	0	0	0,55	0,11	0	261
26136	Sardine, grillée/poêlée	poissons cuits	194	25,1	traces	traces	10,4	3,23	0	140
26147	Vivaneau, cuit	poissons cuits	121	26,3	0	0	1,72	0,37	0	57
26148	Rascasse ou rascasse de profondeur, cuite à la vapeur	poissons cuits	126	24,6	0	0	3,1	0,61	0	88,8
26192	Lieu jaune ou colin, cuit	poissons cuits	97,8	24,4	0	0	< 0,5	< 0,01	0	91,4
26211	Saumon, élevage, cuit au micro-onde	poissons cuits	200	24,2	traces	0	11,4	-	0	39
26217	Saumon, élevage, bouilli/cuit à l'eau	poissons cuits	193	25	traces	0	10,3	-	0	33,6
26222	Dorade grise ou daurade grise ou griset, rôtie/cuite au four	poissons cuits	127	22,9	1,43	0	3,3	0,75	0	-
26229	Saumon, grillé/poêlé	poissons cuits	223	25,5	0	0	13,5	2,87	0	44,2
26230	Saumon, élevage, rôti/cuit au four	poissons cuits	214	22,1	0,98	0	13,5	2,5	0	61
26234	Julienne ou lingue, cuite	poissons cuits	98	24,5	0	0	traces	"<
0,00018"	0	84,3
26247	Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur	poissons cuits	179	17,3	1,28	0	11,6	2,07	0	143
26248	Sole, grillée/poêlée	poissons cuits	94,4	23,6	0	0	< 0,5	< 0,01	0	147
26998	Truite saumonée, sautée/poêlée	poissons cuits	146	22	traces	traces	6,4	0,93	0	51
26999	Anguille, cuite (aliment moyen)	poissons cuits	213	22,1	traces	traces	13,8	3,15	0	-
27000	Anguille, rôtie/cuite au four	poissons cuits	229	23,6	traces	traces	15	3,02	0	65
27001	Anguille, bouillie/cuite à l'eau	poissons cuits	197	20,5	traces	traces	12,7	3,28	0	-
27002	Brochet, rôti/cuit au four	poissons cuits	100	23,1	0	0	0,88	0,15	0	49
27004	Carpe, rôtie/cuite au four	poissons cuits	151	21,6	traces	traces	7,17	1,27	0	63
27005	Perche ou perche européenne, rôtie/cuite au four	poissons cuits	119	22,1	traces	traces	3,42	0,85	0	38,3
27006	Truite, rôtie/cuite au four	poissons cuits	183	26,6	traces	traces	8,47	1,47	0	67
27007	Truite ou truite fario, cuite à la vapeur	poissons cuits	99,4	19	traces	traces	2,6	0,54	0	-
27014	Truite arc en ciel, élevage, rôtie/cuite au four	poissons cuits	143	21,5	traces	traces	6,33	1,51	0	53,3
27015	Truite arc en ciel, élevage, cuite à la vapeur	poissons cuits	117	20	traces	traces	4,14	0,86	0	-
27018	Pangas, poisson-chat, machoiron, cuit	poissons cuits	79	17,5	0	0	1	0,51	0	233
27030	Bar commun ou loup, rôti/cuit au four	poissons cuits	151	22,2	1,02	0	6,51	1,27	0	68,8
27031	Dorade royale ou daurade ou vraie daurade, rôtie/cuite au four	poissons cuits	148	23,6	traces	0	5,9	1,3	0	71
25991	Mahi-mahi, chair, cru	poissons crus	84,9	18,5	1,15	0	0,7	0,19	0	88
26001	Bar rayé ou bar d'Amérique, cru	poissons crus	113	20,3	traces	0	3,58	0,76	0	76,3
26006	Lieu ou colin d'Alaska, cru	poissons crus	72,6	16,3	0,51	traces	0,61	0,015	< 0,17	190
26009	Flétan de l'Atlantique ou flétan, cru	poissons crus	96,5	21,2	0	0	1,31	0,24	0	59
26011	Hareng, cru	poissons crus	176	17,7	0	traces	11,7	2,82	0	89,2
26018	Lotte ou baudroie, crue	poissons crus	67	15,1	traces	traces	0,74	0,18	< 0,2	77,8
26036	Saumon, élevage, cru	poissons crus	193	20,5	traces	traces	12,4	2,15	< 0,25	45,4
26042	Turbot, sauvage, cru	poissons crus	91,5	17,2	traces	traces	2,54	0,71	0	95,3
26043	Cabillaud, cru	poissons crus	77,4	18,1	traces	traces	0,57	0,1	< 0,2	65,2
26044	Merlu, cru	poissons crus	82,6	17,6	0	traces	1,35	0,22	0	98,6
26047	Lieu noir, surgelé, cru	poissons crus	82,4	19,8	traces	traces	0,37	0,074	0	80,9
26048	Merlu, filet, surgelé, cru	poissons crus	88,8	15,1	1,7	0	2,4	0,6	0	262
26051	Maquereau, cru	poissons crus	198	18,1	0,93	traces	13,5	3,22	0	64
26052	Raie, crue	poissons crus	91,9	21,4	0,5	traces	0,47	0,12	0	139
26053	Thon, cru	poissons crus	155	24	2,72	traces	5,38	1	0	49
26055	Carrelet ou plie ou plie commune, cru	poissons crus	88,6	20	traces	traces	0,94	0,2	0	79,5
26057	Limande, crue	poissons crus	80,8	18,3	traces	traces	0,85	0,16	0	111
26058	Sole, crue	poissons crus	77,3	18	traces	traces	0,6	0,13	0	76,3
26063	Rascasse ou rascasse de profondeur, crue	poissons crus	87,6	18,9	traces	traces	1,33	0,34	0	-
26064	Thon albacore, cru	poissons crus	112	25	1	traces	0,94	0,17	0	40
26065	Sardine, crue	poissons crus	160	19,5	0	traces	9,17	2,66	0	101
26068	Thon listao ou bonite à ventre rayé, cru	poissons crus	97,1	22	0	0	1,01	0,33	0	37
26069	Thon rouge, cru	poissons crus	157	23,3	0,59	0	6,81	1,26	0	39
26072	Bar commun ou loup, cru	poissons crus	86,1	19,1	0,9	traces	0,7	0,2	0	92,3
26074	Roussette ou petite roussette ou saumonette, crue	poissons crus	97,8	23,3	0	traces	0,5	0,11	0	125
26075	Loup de l'Atlantique, cru	poissons crus	89,9	16,6	traces	0	2,61	0,49	0	99
26076	Thon germon ou thon blanc, cru	poissons crus	121	27,2	traces	0	1,37	0,26	0	77,7
26079	Anchois, cru	poissons crus	129	18,6	traces	0	6,07	1,64	0	73
26080	Dorade royale ou daurade ou vraie daurade, sauvage, crue	poissons crus	95,6	18,1	0,6	traces	2,31	0,46	0	46,5
26082	Espadon, cru	poissons crus	134	18,9	1	traces	5,97	1,83	0	112
26083	Éperlan, cru	poissons crus	85,4	17,5	traces	0	1,7	0,39	0	156
26084	Cardine franche, crue	poissons crus	93,4	19,9	0	0	1,53	0,43	0	-
26085	Rouget-barbet de roche, cru	poissons crus	158	18,4	traces	0	9,37	2,72	0	66,3
26088	Dorade royale ou daurade ou vraie daurade, élevage, crue	poissons crus	129	20,9	traces	0	5,1	1,19	0	51,5
26091	Mulet, cru	poissons crus	118	20,1	1,35	traces	3,62	1,17	0	70,4
26092	Truite de mer, crue	poissons crus	114	19,6	0,81	traces	3,63	0,62	0	55
26095	Merlan, cru	poissons crus	79,2	18,8	traces	traces	0,47	0,095	0	63,6
26099	Dorade grise ou daurade grise, ou griset, crue	poissons crus	129	20,5	0	0	5,27	1,41	< 1	60,6
26100	Bogue, crue	poissons crus	92,1	17,9	0,53	0	2,03	-	0	110
26101	Bonite ou bonite à dos rayé, crue	poissons crus	161	22,3	0	0	8,01	2,35	0	540
