code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
26268	Tielle sétoise, préemballée	pizzas, tartes et crêpes salées	285	8,5	29,4	5,6	14,4	1,5	1,8	610
26270	Pizza au thon, préemballée	pizzas, tartes et crêpes salées	235	10,2	23,7	3,57	10,6	2,88	2,15	397
26271	Pizza kebab, préemballée	pizzas, tartes et crêpes salées	211	9,4	26,6	3,04	7,01	3,5	1,85	549
26272	Pizza au poulet, préemballée	pizzas, tartes et crêpes salées	211	9,88	28,2	4,12	6,09	2,36	2,07	462
26273	Pizza type raclette ou tartiflette, préemballée	pizzas, tartes et crêpes salées	246	9,66	27,3	3,16	10,4	5,39	1,9	603
26274	Pizza au speck ou jambon cru, préemballée	pizzas, tartes et crêpes salées	234	10,9	27,4	3,3	8,53	4,07	2,17	767
7811	Focaccia, garnie	sandwichs	233	8	29,5	4,25	8,75	1,75	2,25	585
7812	Fougasse, garnie	sandwichs	320	9,53	42,1	1,6	11,8	2,74	3,2	711
25400	Croque-monsieur, jambon, fromage et beurre, fait maison	sandwichs	-	14,3	-	-	18,4	-	-	686
25403	Hot-dog, préemballé	sandwichs	278	10,9	26,3	5,2	13,8	5,18	1,6	676
25413	Hamburger, de restauration rapide	sandwichs	251	13,3	29,5	5,95	8,44	2,82	1,8	492
25414	Cheeseburger, de restauration rapide	sandwichs	290	13,7	22,3	3,94	15,8	4,88	1,4	491
25415	Double cheeseburger, de restauration rapide	sandwichs	290	15,5	19,4	1,28	16,7	6,32	< 1	461
25416	Burger au poisson, de restauration rapide	sandwichs	263	12,2	26,7	3,9	11,5	4,92	1,5	440
25428	Sandwich grec ou kebab, pita, crudités	sandwichs	232	15,2	17	1,1	10,9	4,29	2,3	492
25429	Sandwich grec ou kebab, baguette, crudités	sandwichs	272	15	29,9	3,3	9,8	4,26	2	469
25431	Sandwich baguette, thon crudités mayonnaise, fait maison	sandwichs	275	10,3	32,1	1,4	11,3	2,54	1,78	514
25434	Sandwich panini, jambon cru mozzarella, tomates	sandwichs	237	14,2	25,7	-	8,35	-	1,4	493
25475	Sandwich baguette, jambon, oeuf, crudités, beurre	sandwichs	225	10,1	31,7	2,61	5,98	3,01	1,88	569
25476	Sandwich baguette, poulet crudités mayonnaise, fait maison	sandwichs	263	10,4	34,9	2,67	8,54	1,93	2,21	513
25485	Sandwich baguette, jambon emmental, préemballé	sandwichs	284	12,7	27,9	2	12,9	7,1	3	635
25488	Sandwich baguette, saumon fumé beurre	sandwichs	268	11,5	41,7	2,71	5,6	2,49	2,4	742
25490	Sandwich baguette, thon maïs crudités, préemballé	sandwichs	193	8,87	23,9	2,83	6,03	1,02	3,93	410
25501	Sandwich panini, trois fromages	sandwichs	294	17	25	0,6	14	8,9	-	-
25502	Burger au poulet, de restauration rapide	sandwichs	249	12,7	23,8	2,9	11	1,88	1,2	463
25513	Pan bagnat	sandwichs	205	7,95	27,8	3,2	6,48	0,98	1,98	428
25517	Sandwich baguette, jambon beurre, fait maison	sandwichs	285	11,6	35,1	2,38	10,5	6,16	1,92	723
25518	Sandwich baguette, camembert beurre, fait maison	sandwichs	341	11,9	34,8	2,21	16,7	10,4	1,92	670
25519	Sandwich baguette, pâté cornichons	sandwichs	304	10,1	33,5	2,52	13,9	6,12	1,99	712
25520	Sandwich baguette, saucisson beurre, fait maison	sandwichs	374	13,7	35,2	2,21	19,4	9,41	1,92	1060
25521	Sandwich baguette, jambon emmental beurre	sandwichs	298	13,4	30,2	2,32	13,2	7,62	2,5	628
25522	Sandwich (aliment moyen)	sandwichs	280	12,4	30,3	2,03	11,7	5,34	2,08	619
25523	Toasts ou canapés salés, garnitures diverses, préemballés	sandwichs	251	9,09	22,4	5,6	13,3	7,11	2,8	445
25530	Sandwich baguette, crudités diverses mayonnaise	sandwichs	224	6,54	30,6	2,72	7,9	1,69	2,18	426
25531	Sandwich baguette, dinde crudités mayonnaise	sandwichs	257	12,4	31,2	2,27	8,82	1,94	1,86	446
25532	Sandwich baguette, oeuf crudités mayonnaise	sandwichs	249	8,52	31,6	2,43	9,47	2,18	1,89	457
25533	Sandwich baguette, porc crudités mayonnaise	sandwichs	272	12	31,2	2,38	10,6	2,61	1,86	449
25535	Sandwich baguette, merguez ketchup moutarde	sandwichs	289	13,1	32,7	2,98	11,4	5,2	1,81	851
25536	Sandwich baguette, salami beurre	sandwichs	381	12,5	33,9	2,04	21,4	9,65	1,82	1070
25542	Croque-madame, fait maison	sandwichs	261	13,7	16,1	1,37	15,5	7,42	1,13	515
25543	Sandwich baguette (aliment moyen)	sandwichs	293	11,7	33,2	2,21	12,1	5,55	2,08	653
25547	Croque-monsieur, préemballé	sandwichs	253	10,6	26,1	2,84	11,4	5,48	1,98	595
25575	Sandwich pain de mie complet, thon crudités, préemballé	sandwichs	207	9,48	24,3	2,8	7,28	0,98	3,2	432
25576	Sandwich pain de mie complet, jambon fromage, préemballé	sandwichs	240	11,2	23,8	2,95	10,5	3,03	2,7	687
25577	Sandwich pain de mie complet, poulet crudités, préemballé	sandwichs	199	8,75	23	3,11	7,4	0,88	3,1	460
25599	Sandwich pain de mie complet, jambon, préemballé	sandwichs	246	10,1	26,3	3,56	10,5	4,43	2,7	706
25632	Sandwich baguette, thon crudités mayonnaise, vente à emporter	sandwichs	232	9,31	28,8	2,27	8,5	0,85	1,8	474
25633	Sandwich baguette, jambon beurre, vente à emporter	sandwichs	254	10,4	38,8	2,07	6	2,69	1,4	599
25634	Sandwich baguette, jambon emmental, vente à emporter	sandwichs	263	12	34,5	2,42	8,2	4,46	1,2	570
25638	Sandwich baguette, poulet crudités mayonnaise, vente à emporter	sandwichs	223	10,3	29,7	2,8	6,7	1,17	1,3	464
25639	Sandwich baguette, saucisson beurre, vente à emporter	sandwichs	293	10,4	36,9	1,93	11,3	5,11	1,2	802
25640	Sandwich baguette, camembert beurre, vente à emporter	sandwichs	303	11,4	32,9	1,26	13,7	7,62	1,4	539
25641	Sandwich pain de mie complet, saucisson ou rosette, préemballé	sandwichs	336	11,9	26,3	2,73	19,5	9,22	3,46	777
25643	Burger au poulet, préemballé	sandwichs	230	12,4	25,2	3,33	8,43	3,57	1,98	-
25644	Cheeseburger, préemballé	sandwichs	265	13,6	22,7	4,55	13	5,24	1,47	380
25645	Sandwich pain de mie complet, bacon crudités, préemballé	sandwichs	257	9,28	25,8	3,16	12,4	2,22	2,58	-
25646	Wrap végétarien fromage crudités	sandwichs	246	9,28	19,5	3,18	13,8	4,68	3,67	-
25647	Wrap poulet crudités	sandwichs	222	9,57	23,6	2,19	9,22	1,68	2,87	-
25648	Wrap jambon crudités	sandwichs	234	8,55	25,2	2,25	10,4	2,38	3,07	-
25650	Sandwich pain de mie complet, thon oeuf crudités, préemballé	sandwichs	196	9,78	23,1	2,68	6,65	1,03	2,64	-
25651	Sandwich pain de mie complet, saumon fumé, préemballé	sandwichs	206	8,63	24,1	2,93	7,69	1,47	2,68	-
25652	Sandwich pain de mie complet, jambon oeuf crudités, préemballé	sandwichs	213	8,97	25,6	2,85	7,65	1,28	3,2	-
25653	Sandwich pain de mie complet, jambon fromage crudités, préemballé	sandwichs	227	9,81	22,9	3,27	9,92	2,87	3,38	550
25654	Sandwich pain de mie complet, jambon crudités, préemballé	sandwichs	197	8,51	22,4	3,38	7,58	1,36	2,66	-
25655	Sandwich pain viennois, jambon oeuf crudités, préemballé	sandwichs	236	9,16	26,6	4,59	9,77	1,37	2,2	-
25656	Sandwich pain viennois, thon oeuf crudités, préemballé	sandwichs	229	9,74	26,6	3,88	8,73	0,96	2,5	-
25657	Sandwich pain viennois, poulet oeuf crudités, préemballé	sandwichs	218	9,94	27	3,92	7,32	0,86	2,33	-
25658	Sandwich pain viennois, poulet crudités, préemballé	sandwichs	234	10,1	26,4	4,16	9,28	1,04	2,2	-
25659	Sandwich pain polaire, poulet crudités, préemballé	sandwichs	218	9,81	28,1	5,14	7,01	0,91	1,9	-
25660	Sandwich pain polaire, saumon, préemballé	sandwichs	238	10,7	27,2	4,65	9,05	2,7	2,25	-
25661	Sandwich pain polaire, jambon fromage, préemballé	sandwichs	266	10,5	27,2	5,31	12,3	6,12	2,27	-
25662	Sandwich pain de mie complet, poulet, préemballé	sandwichs	229	11,2	25,3	3,07	8,5	1,02	3,43	-
25663	Sandwich baguette, poulet crudités, préemballé	sandwichs	216	9	28,2	2,8	7	0,76	2,17	-
7814	Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé	feuilletées et autres entrées	321	11,6	25,6	2,68	18,4	4,68	2,3	657
25108	Samossa ou samoussa ou brick garni, préemballé, cuit	feuilletées et autres entrées	230	9,33	16,5	2,45	13,7	2,78	1,8	493
25151	Feuilleté ou friand au poisson et/ou fruits de mer, préemballé, à cuire	feuilletées et autres entrées	260	6,55	27,9	4,3	13	9,7	2,9	406
25169	Spécialité chinoise type bouchée à la vapeur, préemballée, cuite	feuilletées et autres entrées	149	5,9	28	3,9	1,4	0,31	0,21	540
25396	Feuilleté ou friand jambon fromage, préemballé	feuilletées et autres entrées	278	8,46	22,7	3,65	16,7	10,8	1,9	512
25398	Feuilleté ou friand au fromage, préemballé, à cuire	feuilletées et autres entrées	283	6,08	26,2	2,92	16,9	9,06	1,18	412
25399	Feuilleté ou friand aux escargots, préemballé	feuilletées et autres entrées	321	6,69	23,1	1,09	22,1	13,2	1,74	491
25401	Feuilleté ou friand au fromage, préemballé, cuit	feuilletées et autres entrées	302	8,25	28,1	3,86	17,1	10,2	1,3	632
25402	Feuilleté ou friand à la viande, préemballé	feuilletées et autres entrées	354	9,59	27,3	1,23	22,6	10,6	1,63	610
25412	Bouchée à la reine, à la viande/volaille/quenelle	feuilletées et autres entrées	296	6,12	24,5	2,6	18,9	9,66	1,65	498
25418	Croissant au jambon fromage, fait maison	feuilletées et autres entrées	264	7,9	24,8	2,6	14,6	8,5	1	500
25419	Rouleau de printemps	feuilletées et autres entrées	103	4,57	16,6	3,6	1,82	0,66	1,2	116
25438	Samoussa ou samossa ou brick garni, fait maison, cuit	feuilletées et autres entrées	187	12,2	8,48	0,72	11,5	2,77	0,59	565
25503	Bouchée à la reine, au poisson et fruits de mer, faite maison	feuilletées et autres entrées	208	6,72	13,7	2,44	13,8	7,41	1,05	451
25508	Feuilleté ou friand jambon fromage, fait maison	feuilletées et autres entrées	338	8,76	29,4	2,94	20,3	10,4	1,37	498
25551	Beignet de viande, volaille ou poisson, fait maison, cuit	feuilletées et autres entrées	238	18,7	10	0,92	13,5	2,88	0,41	285
25557	Brick à l'oeuf, fait maison, cuit	feuilletées et autres entrées	255	10,4	12,3	1,6	18,1	-	0,5	538
25558	Samossa ou samoussa ou brick au boeuf, fait maison, cuit	feuilletées et autres entrées	342	10,4	33,5	3,2	17	-	6,8	1510
25559	Brick à la pomme de terre, fait maison, cuit	feuilletées et autres entrées	215	3,25	19,6	1,5	13,4	-	1,7	400
25578	Feuilleté ou friand salé (aliment moyen)	feuilletées et autres entrées	311	8,43	27,5	2,86	18,2	10,1	1,63	566
25580	Bouchée à la reine, garnie (aliment moyen)	feuilletées et autres entrées	252	6,42	19,1	2,52	16,3	8,53	1,35	475
25582	Nem ou pâté impérial, au poulet, préemballé, cuit	feuilletées et autres entrées	197	8,06	20,9	1,9	8,1	1,25	3,3	477
25583	Nem ou pâté impérial, au porc, préemballé, cuit	feuilletées et autres entrées	237	6,88	22,6	1,9	12,7	3,07	2,4	457
